Week,Day,Date,Time,Home,xG_H,Score,xG_A,Away,Attendance,Venue,Referee,Possession_H,Possession_A,PassCompleted_H,PassTotal_H,PassCompleted_A,PassTotal_A,ShotsTarget_H,ShotsTotal_H,ShotsTarget_A,ShotsTotal_A,SaveCompleted_H,SaveTotal_H,SaveCompleted_A,SaveTotal_A,Fouls_H,Fouls_A,Corners_H,Corners_A,Crosses_H,Crosses_A,Touches_H,Touches_A,Tackles_H,Tackles_A,Interceptions_H,Interceptions_A,Aerials_H,Aerial_A,Clearances_H,Clearances_A,Offsides_H,Offsides_A,Goal_Kicks_H,Goal_Kicks_A,Throw_Ins_H,Throw_Ins_A,Long_Balls_H,Long_Balls_A
18,Sun,2023-08-06,19:00 (20:00),Cuiabá,1.9,3–0,0.8,Flamengo,"33,091",Arena Pantanal,Anderson Daronco,38%,62%,267,345,497,574,6,17,4,10,4,4,3,6,9,9,10,6,27,25,446,678,18,13,8,6,13,12,32,36,1,0,7,6,18,20,46,53
18,Sat,2023-08-05,21:00,Fluminense,2.6,2–1,1.0,Palmeiras,"77,973",Estadio Jornalista Mário Filho,Ramon Abatti Abel,55%,45%,368,451,277,371,4,9,5,18,4,5,3,4,18,22,0,8,5,36,569,479,16,16,3,11,15,10,33,4,3,3,12,4,16,14,58,82
19,Sun,2023-08-13,11:00,Atlético Mineiro,1.1,1–0,0.6,Bahia,"29,847",Estádio Governador Magalhães Pinto,Savio Pereira,40%,60%,268,358,440,533,4,11,5,14,5,5,3,4,15,12,2,9,8,27,459,630,22,15,10,13,7,9,22,11,4,1,8,7,28,23,64,64
19,Sun,2023-08-13,16:00,Grêmio,1.2,2–1,1.0,Fluminense,"38,712",Arena do Grêmio,Rodrigo José Pereira de Lima,29%,71%,235,321,682,773,5,13,7,19,6,7,3,5,11,7,3,8,11,29,430,870,23,12,10,8,11,14,25,12,3,2,9,6,15,27,49,30
19,Sun,2023-08-13,16:00,Corinthians,2.4,3–1,0.8,Coritiba,"42,171",Neo Química Arena,Ramon Abatti Abel,54%,46%,479,563,395,489,8,17,3,12,3,3,5,8,17,13,4,2,11,15,681,600,15,20,12,8,13,8,11,14,2,0,9,9,17,20,58,51
19,Sun,2023-08-13,16:00,América (MG),0.9,0–1,0.5,Goiás,"2,888",Estádio Raimundo Sampaio,Luiz Flávio de Oliveira,66%,34%,615,720,274,371,2,15,3,9,2,3,2,2,12,12,7,3,35,9,839,500,19,22,12,9,17,16,8,36,2,1,9,11,22,13,52,77
19,Sun,2023-08-13,18:30,Flamengo,1.4,1–1,0.8,São Paulo,"62,018",Estadio Jornalista Mário Filho,Rafael Rodrigo Klein,54%,46%,520,613,441,530,6,18,1,8,0,1,6,6,13,15,8,2,25,8,712,632,19,13,10,7,19,9,10,31,3,4,4,13,21,13,56,77
19,Sun,2023-08-13,18:30,Fortaleza,2.6,4–0,0.5,Santos,"32,301",Estádio Castelão,Bruno Mota Correia,54%,46%,323,416,262,351,10,25,3,9,3,3,7,10,19,20,10,6,27,16,518,458,22,11,7,7,22,15,13,32,1,3,4,12,20,17,57,51
19,Sat,2023-08-12,21:00,Botafogo (RJ),2.3,3–1,1.7,Internacional,"39,598",Estádio Nilton Santos,Flavio Rodrigues de Souza,50%,50%,424,526,403,517,10,18,4,10,3,4,8,10,15,10,7,3,24,14,647,624,15,15,15,5,14,17,14,30,0,4,6,6,19,15,77,55
19,Mon,2023-08-14,19:00,Palmeiras,1.4,1–0,0.6,Cruzeiro,"38,555",Allianz Parque,Wagner do Nascimento Magalhães,52%,48%,377,479,341,438,4,12,5,13,5,5,3,4,13,26,3,5,26,17,583,554,16,11,10,7,10,21,17,24,1,1,6,11,23,18,88,58
19,Tue,2023-08-15,20:00,Ath Paranaense,0.8,2–0,1.1,Cuiabá,"18,444",Estádio Joaquim Américo Guimarães,Arthur Gomes Rabelo,54%,46%,367,465,302,391,6,12,1,11,1,1,4,6,22,12,5,3,15,17,556,498,16,15,6,6,11,23,14,24,1,1,12,9,18,10,89,58
19,Mon,2023-08-14,21:00,RB Bragantino,1.6,1–1,1.5,Vasco da Gama,"5,553",Estádio Nabi Abi Chedid,Anderson Daronco,63%,37%,453,554,214,325,7,24,3,7,3,3,6,7,12,17,7,6,32,12,678,444,20,16,11,12,15,21,13,22,0,3,7,24,20,22,51,84
20,Sat,2023-08-19,16:00,Internacional,1.0,0–1,1.1,Fortaleza,"21,134",Estádio José Pinheiro Borba,Yuri Elino Ferreira da Cruz,75%,25%,610,720,132,239,5,19,1,7,1,1,5,5,14,12,10,6,35,14,830,362,20,14,11,8,16,16,13,28,1,1,6,12,22,20,47,66
20,Sat,2023-08-19,16:00,São Paulo,0.7,0–0,0.9,Botafogo (RJ),"51,946",Estádio do Morumbi,Ramon Abatti,64%,36%,509,616,257,354,4,13,0,12,0,0,4,4,12,9,5,2,19,10,718,474,17,14,7,19,25,15,16,14,7,0,11,6,22,21,79,70
20,Sat,2023-08-19,17:30 (18:30),Cuiabá,0.7,0–2,1.7,Palmeiras,"19,115",Arena Pantanal,André Luiz Skettino Policarpo Bento,53%,47%,359,463,330,407,2,13,5,18,3,5,2,2,17,18,9,2,42,15,548,518,14,10,6,5,12,9,9,35,2,1,7,7,27,12,53,57
20,Sat,2023-08-19,18:30,Fluminense,1.2,3–1,1.4,América (MG),"35,562",Estadio Jornalista Mário Filho,Flavio de Souza,72%,28%,627,718,212,284,4,19,3,13,2,3,1,4,7,12,7,1,35,12,830,401,16,10,1,11,8,12,9,33,3,0,12,11,20,13,47,48
20,Sun,2023-08-20,11:00,Vasco da Gama,1.9,1–0,0.7,Atlético Mineiro,"53,540",Estádio Club de Regatas Vasco da Gama,Braulio da Silva Machado,42%,58%,296,396,463,558,3,16,5,10,5,5,2,3,20,14,3,7,21,21,526,680,19,20,9,11,16,12,32,22,1,0,9,13,22,26,56,42
20,Sun,2023-08-20,16:00,Coritiba,2.6,2–3,1.9,Flamengo,"31,851",Estádio Major Antônio Couto Pereira,Raphael Claus,38%,62%,246,342,466,557,3,14,3,16,1,3,2,3,10,10,4,5,22,13,462,680,15,15,18,3,10,10,14,21,2,0,12,10,16,22,53,64
20,Sun,2023-08-20,16:00,Santos,1.7,2–1,0.4,Grêmio,,Estádio Urbano Caldeira,Paulo Cesar Zanovelli da Silva,55%,45%,352,448,284,373,7,19,3,9,2,3,5,7,16,21,9,4,31,13,557,474,21,14,9,7,17,9,12,28,0,2,2,11,19,21,58,60
20,Sun,2023-08-20,16:00,Bahia,1.8,4–0,0.7,RB Bragantino,"38,452",Itaipava Arena Fonte Nova,Arthur Gomes Rabelo,47%,53%,260,387,324,442,5,13,7,11,7,7,1,5,11,18,4,7,13,19,513,557,29,16,12,12,20,12,21,8,1,5,7,4,17,28,69,80
20,Sat,2023-08-19,21:00,Cruzeiro,2.0,1–1,0.6,Corinthians,"36,202",Estádio Governador Magalhães Pinto,Rafael Rodrigo Klein,45%,55%,354,441,446,533,8,19,2,5,1,2,7,8,17,13,10,3,24,19,546,643,17,16,9,3,14,17,20,18,1,1,9,13,11,29,53,59
20,Mon,2023-08-21,20:00,Goiás,1.0,1–1,1.0,Ath Paranaense,"8,325",Estádio de Hailé Pinheiro,Marcelo de Lima Henrique,47%,53%,318,417,372,465,3,13,5,14,4,5,2,3,15,16,4,7,21,17,520,577,13,25,9,12,16,16,22,14,2,2,14,10,34,17,80,63
21,Sat,2023-08-26,18:30,Flamengo,0.7,0–0,0.3,Internacional,"58,892",Estadio Jornalista Mário Filho,Edina Alves Batista,59%,41%,474,575,323,407,4,8,1,5,1,1,4,4,13,20,6,3,23,12,669,517,23,25,4,5,14,17,10,25,2,3,5,9,17,19,59,54
21,Sun,2023-08-27,11:00,RB Bragantino,1.5,2–0,0.5,Cuiabá,"3,683",Estádio Nabi Abi Chedid,Bruno Mota Correia,63%,37%,460,584,211,345,4,11,3,6,3,3,2,4,21,14,11,4,31,14,718,468,19,15,12,8,14,10,21,30,1,0,5,8,30,30,79,73
21,Sun,2023-08-27,16:00,Atlético Mineiro,1.6,2–0,0.7,Santos,"29,782",Arena MRV,Rafael Rodrigo Klein,56%,44%,442,508,340,397,6,15,0,13,0,0,4,6,22,12,5,2,18,14,598,484,13,10,8,9,8,1,18,19,2,1,12,9,17,13,48,31
21,Sun,2023-08-27,16:00,Botafogo (RJ),2.3,3–0,1.2,Bahia,"39,610",Estádio Nilton Santos,Flavio de Souza,44%,56%,318,423,436,549,5,10,6,19,6,6,2,5,14,10,4,7,10,21,544,652,19,11,19,12,14,16,24,11,1,3,6,4,23,27,86,48
21,Sun,2023-08-27,16:00,América (MG),1.3,2–1,1.4,São Paulo,"5,105",Estádio Raimundo Sampaio,Rodrigo José Pereira de Lima,27%,73%,162,246,579,679,4,9,4,12,3,4,2,4,21,9,4,6,9,26,355,756,17,13,8,7,21,9,29,10,2,0,11,3,13,19,59,72
21,Sun,2023-08-27,18:30,Ath Paranaense,0.8,2–2,3.0,Fluminense,"23,630",Estádio Joaquim Américo Guimarães,Raphael Claus,29%,71%,157,253,533,633,4,10,10,23,8,10,2,4,9,15,2,8,7,28,365,722,13,7,5,8,18,17,31,8,1,4,10,7,15,23,85,51
21,Sun,2023-08-27,18:30,Fortaleza,2.5,3–1,1.0,Coritiba,"12,467",Estádio Castelão,Matheus Delgado Candançan,53%,47%,372,462,322,413,5,11,2,9,1,2,3,5,22,22,2,3,15,13,569,523,25,18,10,5,18,17,8,18,1,0,8,2,24,25,63,62
21,Sun,2023-08-27,18:30,Palmeiras,0.7,1–0,0.1,Vasco da Gama,"40,292",Allianz Parque,Wilton Sampaio,55%,45%,472,569,388,475,5,13,2,4,2,2,4,5,20,15,9,2,32,21,671,581,16,9,4,4,11,17,17,37,2,1,6,11,16,21,69,61
21,Sun,2023-08-27,19:00,Grêmio,1.5,3–0,0.6,Cruzeiro,"52,203",Arena do Grêmio,Marcelo de Lima Henrique,39%,61%,257,373,461,574,4,10,1,6,1,1,1,4,12,20,6,5,11,19,470,658,14,13,10,5,13,14,24,14,5,0,8,8,11,25,58,76
21,Sat,2023-08-26,21:00,Corinthians,1.0,1–1,1.8,Goiás,"37,316",Neo Química Arena,Paulo Cesar Zanovelli da Silva,65%,35%,597,691,298,378,7,20,3,18,3,3,6,7,16,15,7,6,33,16,803,522,11,21,15,18,21,20,15,38,0,0,10,6,25,16,61,61
22,Sat,2023-09-02,16:00,Goiás,0.9,0–0,0.7,Internacional,"11,038",Estádio de Hailé Pinheiro,Braulio Machado,38%,62%,274,376,519,611,2,11,2,11,2,2,2,2,16,13,5,5,22,10,466,708,18,13,11,9,21,11,13,16,3,2,10,9,16,16,66,52
22,Sat,2023-09-02,16:00,Ath Paranaense,2.0,1–1,0.4,Atlético Mineiro,"18,009",Estádio Joaquim Américo Guimarães,Flavio de Souza,52%,48%,400,503,354,458,6,23,7,9,6,7,5,6,13,13,12,7,32,14,610,578,9,27,8,10,21,23,14,37,1,1,4,18,17,6,55,76
22,Sun,2023-09-03,11:00,Grêmio,0.7,2–0,1.1,Cuiabá,"39,339",Arena do Grêmio,Yuri Elino Ferreira da Cruz,43%,57%,356,448,516,605,5,11,3,17,3,3,4,5,18,16,2,9,6,32,539,702,16,16,4,10,12,18,27,5,3,0,7,5,21,11,60,78
22,Sun,2023-09-03,16:00,Corinthians,0.8,0–0,0.7,Palmeiras,"44,371",Neo Química Arena,Anderson Daronco,43%,57%,345,409,434,533,2,6,4,16,4,4,2,2,13,17,2,11,10,33,527,602,14,16,10,10,16,11,37,10,2,1,11,7,15,22,61,69
22,Sun,2023-09-03,16:00,Fluminense,0.6,1–0,0.9,Fortaleza,"10,035",Estadio Jornalista Mário Filho,André Luiz Skettino Policarpo Bento,64%,36%,484,577,231,323,5,13,5,20,5,5,4,5,13,16,5,7,16,17,695,432,10,21,5,11,12,17,18,12,4,2,10,10,15,10,44,68
22,Sun,2023-09-03,18:30,América (MG),1.6,2–0,1.0,Santos,"3,654",Estádio Raimundo Sampaio,Leandro Pedro Vuaden,38%,62%,281,387,537,642,7,12,2,10,2,2,5,7,14,16,3,5,16,27,501,750,13,23,8,8,13,10,22,14,4,2,7,5,20,21,65,55
22,Sun,2023-09-03,18:30,Bahia,1.7,1–1,1.1,Vasco da Gama,"46,705",Itaipava Arena Fonte Nova,Ramon Abatti,54%,46%,408,528,347,455,3,11,0,5,0,0,2,3,22,17,6,0,30,12,616,557,18,13,10,6,8,13,12,24,2,2,5,9,17,20,66,78
22,Sun,2023-09-03,18:30,Cruzeiro,1.4,0–0,1.3,RB Bragantino,"29,417",Estádio Governador Magalhães Pinto,Wagner do Nascimento Magalhães,50%,50%,262,393,273,389,3,15,5,13,5,5,3,3,16,15,8,5,30,11,502,505,19,16,8,8,17,20,14,21,4,3,8,11,34,27,86,77
22,Sat,2023-09-02,21:00,Botafogo (RJ),1.1,1–2,0.8,Flamengo,"40,769",Estádio Nilton Santos,Raphael Claus,48%,52%,361,463,423,508,6,17,4,12,3,4,5,6,14,8,12,6,36,20,574,635,24,18,8,5,18,16,19,33,1,2,5,6,17,17,63,52
23,Thu,2023-09-14,19:00,Santos,0.5,0–3,1.4,Cruzeiro,"12,244",Estádio Urbano Caldeira,Braulio da Silva Machado,54%,46%,367,481,289,405,1,12,7,15,4,7,1,1,8,13,8,9,28,22,609,540,24,16,18,11,15,16,16,24,2,1,8,11,17,26,77,66
23,Thu,2023-09-14,19:00,Fortaleza,2.6,2–1,0.4,Corinthians,"32,690",Estádio Castelão,Rodrigo José Pereira de Lima,52%,48%,416,509,381,471,6,22,2,6,1,2,4,6,14,17,6,3,34,12,617,589,17,17,8,12,15,15,13,23,0,1,3,14,18,13,60,64
23,Thu,2023-09-14,20:00,Coritiba,1.3,2–4,3.8,Bahia,"22,961",Estádio Major Antônio Couto Pereira,Wagner do Nascimento Magalhães,55%,45%,396,487,304,397,6,15,9,18,5,9,4,6,14,17,7,2,29,13,591,496,9,14,10,6,15,16,15,15,5,1,4,10,21,19,61,70
23,Wed,2023-09-13,21:30,Flamengo,0.5,0–3,2.3,Ath Paranaense,"20,670",Estadio Jornalista Mário Filho,Rafael Rodrigo Klein,58%,42%,464,560,306,400,4,13,8,14,6,8,4,4,12,19,8,2,15,5,663,519,13,21,10,14,8,6,12,21,4,0,4,4,24,20,59,57
23,Wed,2023-09-13,21:30,Internacional,1.0,2–1,1.4,São Paulo,"20,763",Estádio José Pinheiro Borba,Paulo Zanovelli,44%,56%,376,474,513,615,5,15,2,10,2,2,3,5,17,14,4,7,20,19,575,721,16,13,7,7,5,20,18,25,0,0,11,4,14,14,67,71
23,Fri,2023-09-15,19:00 (20:00),Cuiabá,1.7,2–2,0.4,América (MG),"8,509",Arena Pantanal,Bruno Arleu,62%,38%,492,613,261,373,7,19,3,7,1,3,6,7,11,18,9,1,43,11,716,475,14,12,2,9,25,12,16,25,3,1,5,10,13,23,70,73
23,Thu,2023-09-14,21:30,RB Bragantino,1.3,2–0,1.3,Grêmio,"5,088",Estádio Nabi Abi Chedid,André Luiz Skettino Policarpo Bento,58%,42%,475,580,309,415,4,16,4,10,4,4,3,4,21,16,5,1,16,5,690,517,18,19,13,6,10,12,10,13,3,1,4,13,21,25,72,63
23,Sat,2023-09-16,16:00,Vasco da Gama,1.4,4–2,1.9,Fluminense,"35,850",Estádio Club de Regatas Vasco da Gama,Raphael Claus,29%,71%,202,268,565,652,4,9,8,19,6,8,0,4,12,7,4,11,16,37,417,757,21,12,11,6,14,9,48,10,0,1,12,6,12,18,50,52
23,Fri,2023-09-15,21:30,Palmeiras,1.1,1–0,0.5,Goiás,"38,146",Allianz Parque,Savio Pereira,67%,33%,522,635,220,319,6,18,3,8,3,3,5,6,12,19,6,3,44,8,732,450,16,16,6,5,17,19,6,44,2,5,4,15,28,17,92,75
23,Sat,2023-09-16,21:00,Atlético Mineiro,1.3,1–0,0.1,Botafogo (RJ),"31,729",Arena MRV,Ramon Abatti,42%,58%,328,413,495,580,6,13,0,7,0,0,5,6,15,12,5,3,16,20,500,662,15,11,9,9,19,14,15,14,4,1,10,6,12,12,62,55
24,Mon,2023-09-18,20:00,Bahia,0.9,1–2,2.6,Santos,"41,431",Itaipava Arena Fonte Nova,Ramon Abatti,63%,37%,508,600,266,355,5,19,7,16,5,7,4,5,13,13,6,8,22,18,700,473,16,16,8,8,10,15,9,27,2,2,6,12,27,13,61,69
15,Mon,2023-09-18,21:00,Corinthians,1.8,4–4,1.1,Grêmio,"35,796",Neo Química Arena,Wilton Sampaio,54%,46%,482,557,386,466,7,20,7,16,3,7,4,7,17,10,6,4,20,15,668,574,10,20,4,4,10,6,21,16,1,1,8,9,20,14,67,47
24,Wed,2023-09-20,19:00,Goiás,0.1,0–0,0.5,Flamengo,"13,799",Estádio de Hailé Pinheiro,Raphael Claus,36%,64%,248,353,532,635,1,7,2,10,2,2,1,1,15,14,3,2,11,12,456,729,17,14,11,10,16,14,17,13,3,1,5,6,29,28,62,74
24,Tue,2023-09-19,21:30,América (MG),1.2,0–2,1.8,RB Bragantino,"2,247",Estádio Raimundo Sampaio,Marcelo de Lima Henrique,37%,63%,207,328,434,566,1,6,6,21,4,6,1,1,7,17,2,14,9,32,459,690,15,22,15,10,15,19,32,16,0,2,10,7,25,27,82,86
24,Thu,2023-09-21,19:00,Vasco da Gama,3.5,5–1,0.5,Coritiba,"20,321",Estádio Club de Regatas Vasco da Gama,Flavio de Souza,54%,46%,433,522,371,437,12,19,3,8,2,3,7,12,10,15,6,0,26,8,614,557,13,19,5,11,4,9,11,26,1,2,5,5,28,11,56,47
24,Thu,2023-09-21,19:30,Ath Paranaense,0.9,2–1,0.8,Internacional,"24,871",Estádio Joaquim Américo Guimarães,Wagner do Nascimento Magalhães,44%,56%,308,400,404,500,6,15,4,13,3,4,4,6,12,17,7,5,16,16,485,584,3,19,3,4,15,12,14,13,1,1,8,9,27,21,79,61
24,Wed,2023-09-20,21:30,São Paulo,1.6,1–2,1.1,Fortaleza,"24,777",Estádio do Morumbi,Yuri Elino Ferreira da Cruz,73%,27%,615,727,191,273,6,12,3,7,2,3,5,6,21,14,9,0,37,4,813,399,12,25,2,8,13,18,3,41,0,0,6,3,26,17,64,63
24,Wed,2023-09-20,21:30,Fluminense,0.5,1–0,0.7,Cruzeiro,"28,985",Estadio Jornalista Mário Filho,Matheus Delgado Candançan,59%,41%,529,615,338,421,4,11,2,7,2,2,3,4,6,15,7,3,20,9,695,516,14,14,7,6,8,12,10,24,3,2,9,8,20,20,43,46
24,Fri,2023-09-22,20:00,Corinthians,1.1,1–0,0.5,Botafogo (RJ),"37,237",Neo Química Arena,Paulo Zanovelli,66%,34%,628,717,290,374,5,19,2,9,2,2,4,5,18,8,6,1,24,12,818,477,21,12,7,11,11,8,12,23,2,1,11,16,18,15,70,54
24,Thu,2023-09-21,21:30,Grêmio,0.4,1–0,1.0,Palmeiras,"29,057",Arena do Grêmio,Bruno Arleu,35%,65%,175,270,396,501,2,7,4,18,4,4,1,2,15,14,2,11,8,46,383,592,14,14,3,6,12,17,41,6,1,3,12,5,21,28,65,66
24,Sat,2023-09-23,21:00,Atlético Mineiro,0.6,1–0,0.5,Cuiabá,"36,104",Arena MRV,Rodrigo José Pereira de Lima,64%,36%,536,624,265,345,3,7,3,9,3,3,2,3,15,14,6,3,18,19,695,433,10,19,7,10,6,19,10,16,3,1,7,7,12,9,70,46
15,Mon,2023-09-25,20:00,América (MG),1.5,0–1,0.8,Vasco da Gama,"8,498",Estádio Raimundo Sampaio,Ramon Abatti,34%,66%,240,329,535,642,7,18,3,15,2,3,7,7,16,15,3,8,11,38,452,747,11,10,11,8,19,8,38,18,1,2,10,7,15,24,60,67
22,Wed,2023-09-27,19:00,São Paulo,1.6,2–1,0.8,Coritiba,"31,720",Estádio do Morumbi,Savio Pereira,63%,37%,516,613,268,357,4,13,2,7,1,2,3,4,12,12,4,3,19,16,707,470,11,18,10,5,17,18,16,21,2,0,5,8,34,23,62,53
25,Sat,2023-09-30,16:00,Flamengo,1.4,1–0,0.5,Bahia,"46,472",Estadio Jornalista Mário Filho,Savio Pereira,65%,35%,478,580,226,307,4,14,4,6,4,4,4,4,11,13,12,2,27,10,662,427,15,16,4,12,15,19,8,20,1,3,4,11,13,20,49,61
25,Sat,2023-09-30,16:00,Fortaleza,1.9,1–1,1.5,Grêmio,"23,634",Estádio Castelão,Raphael Claus,51%,49%,435,519,420,506,5,17,3,14,2,3,5,5,10,12,3,7,18,17,635,627,16,7,8,8,9,14,20,26,1,1,5,10,15,18,66,60
25,Sat,2023-09-30,17:30 (18:30),Cuiabá,1.2,3–0,0.2,Fluminense,"8,358",Arena Pantanal,Paulo Zanovelli,60%,40%,506,587,340,397,6,17,2,7,2,2,3,6,18,12,7,0,33,6,666,486,16,10,3,8,15,10,9,29,2,3,3,10,11,11,59,40
25,Sat,2023-09-30,18:30,São Paulo,2.3,2–1,0.2,Corinthians,"56,735",Estádio do Morumbi,Flavio de Souza,54%,46%,445,517,366,438,8,22,2,6,1,2,6,8,14,14,11,4,21,12,633,554,17,21,6,5,10,9,14,28,2,1,3,11,23,17,56,55
25,Sun,2023-10-01,16:00,Santos,2.4,4–1,0.9,Vasco da Gama,,Estádio Urbano Caldeira,Anderson Daronco,35%,65%,249,325,507,598,4,16,5,13,4,5,1,4,19,12,5,11,14,27,450,697,18,27,9,4,12,13,27,16,4,2,9,7,12,22,48,45
25,Sun,2023-10-01,16:00,Cruzeiro,0.6,1–1,1.0,América (MG),"44,279",Estádio Governador Magalhães Pinto,Leandro Pedro Vuaden,59%,41%,469,573,289,392,2,17,7,18,6,7,1,2,15,10,9,7,27,28,690,504,14,12,12,9,9,14,17,29,2,1,10,11,15,18,52,75
25,Sun,2023-10-01,16:00,Coritiba,0.5,2–0,0.9,Ath Paranaense,"20,992",Estádio Major Antônio Couto Pereira,Bruno Arleu,35%,65%,207,280,410,515,3,7,5,11,5,5,1,3,21,12,2,11,7,27,424,608,28,23,12,5,21,8,36,5,3,2,7,4,17,39,55,76
25,Sun,2023-10-01,18:30,RB Bragantino,2.9,2–1,1.5,Palmeiras,"9,093",Estádio Nabi Abi Chedid,Wagner do Nascimento Magalhães,66%,34%,480,582,190,298,7,21,3,10,2,3,6,7,14,20,6,4,28,8,701,399,16,13,9,9,16,8,16,21,0,3,8,19,21,28,68,69
25,Sat,2023-09-30,21:00,Internacional,0.8,0–2,1.4,Atlético Mineiro,"23,937",Estádio José Pinheiro Borba,Ramon Abatti,63%,37%,524,613,274,359,4,15,5,8,3,5,4,4,17,11,4,4,18,11,698,468,15,17,12,12,13,12,10,26,0,1,6,8,24,21,61,67
25,Mon,2023-10-02,20:00,Botafogo (RJ),0.9,1–1,0.5,Goiás,"34,294",Estádio Nilton Santos,Braulio da Silva Machado,60%,40%,458,574,284,388,6,18,3,8,2,3,5,6,18,16,8,3,40,8,681,511,21,16,10,9,34,21,9,40,1,2,3,11,27,23,92,62
26,Sat,2023-10-07,16:00,Goiás,2.7,4–6,1.9,Bahia,"9,001",Estádio de Hailé Pinheiro,Raphael Claus,63%,37%,445,548,229,316,5,21,9,13,3,9,2,5,8,6,6,4,29,11,638,438,15,18,4,13,19,21,6,33,2,1,4,11,35,13,89,71
26,Sat,2023-10-07,18:30,Vasco da Gama,0.9,0–0,1.4,São Paulo,"20,690",Estádio Club de Regatas Vasco da Gama,Braulio Machado,39%,61%,298,379,520,589,2,11,3,11,3,3,2,2,15,7,7,3,21,5,481,690,15,14,8,5,8,11,8,20,3,1,8,7,16,16,56,45
26,Sun,2023-10-08,16:00,Internacional,2.5,3–2,0.4,Grêmio,"39,133",Estádio José Pinheiro Borba,Paulo Zanovelli,45%,55%,315,416,398,503,7,16,2,7,0,2,4,7,15,9,4,1,6,22,529,619,16,14,12,12,6,14,22,11,5,4,6,7,18,28,46,53
26,Sun,2023-10-08,16:00,Palmeiras,2.1,1–2,1.4,Santos,"17,049",Allianz Parque,Flavio de Souza,69%,31%,494,580,172,257,6,26,10,12,8,10,5,6,8,11,6,2,34,10,683,361,12,15,6,8,16,17,13,27,7,1,5,19,27,16,98,63
26,Sun,2023-10-08,16:00,Fluminense,1.1,0–2,1.9,Botafogo (RJ),"45,193",Estadio Jornalista Mário Filho,Leandro Pedro Vuaden,66%,34%,567,663,261,342,5,19,5,12,3,5,5,5,15,14,3,2,16,13,771,472,17,15,9,16,6,5,8,23,3,1,3,12,27,19,42,76
26,Sun,2023-10-08,18:30,Ath Paranaense,1.7,1–1,0.6,RB Bragantino,"15,388",Estádio Joaquim Américo Guimarães,Yuri Elino Ferreira da Cruz,44%,56%,257,380,357,478,5,23,3,12,2,3,4,5,15,15,8,7,21,20,490,584,11,10,9,9,16,11,17,24,6,0,11,14,22,23,79,74
26,Sun,2023-10-08,18:30,Atlético Mineiro,0.6,1–2,0.8,Coritiba,"38,350",Arena MRV,Marcelo de Lima Henrique,62%,38%,534,642,289,391,3,13,4,9,2,4,2,3,12,7,2,5,22,16,749,523,12,26,12,13,19,22,17,26,1,1,6,12,25,16,69,75
26,Sun,2023-10-08,18:30,Fortaleza,2.2,3–2,1.4,América (MG),"23,830",Estádio Castelão,Bruno Arleu,59%,41%,455,560,292,385,5,18,2,14,1,2,2,5,11,12,8,2,35,12,657,499,7,13,5,6,17,15,15,32,3,2,9,7,22,12,53,40
26,Sat,2023-10-07,21:00,Corinthians,1.0,1–1,0.9,Flamengo,"40,800",Neo Química Arena,Anderson Daronco,43%,57%,327,417,460,550,4,13,7,20,6,7,4,4,5,13,2,8,15,16,532,670,11,16,7,7,8,8,20,15,2,0,10,10,24,14,66,64
26,Sat,2023-10-14,20:00 (21:00),Cuiabá,0.9,0–0,0.5,Cruzeiro,"12,100",Arena Pantanal,Rodrigo José Pereira de Lima,49%,51%,366,461,392,474,2,10,2,8,2,2,2,2,9,20,5,5,24,12,551,575,16,14,11,10,10,11,17,21,3,1,4,8,26,18,56,66
27,Wed,2023-10-18,19:00,Grêmio,1.6,1–2,0.9,Ath Paranaense,"24,679",Arena do Grêmio,Luiz Flávio de Oliveira,51%,49%,401,519,376,495,5,11,7,20,5,7,4,5,9,13,4,8,21,28,658,643,15,25,9,13,17,15,39,25,1,1,9,8,22,23,63,62
27,Wed,2023-10-18,20:00,América (MG),2.9,1–2,0.5,Botafogo (RJ),"6,230",Estádio Raimundo Sampaio,Anderson Daronco,47%,53%,333,449,407,500,5,24,2,6,0,2,4,5,6,15,12,1,43,9,558,640,16,19,6,12,20,12,17,33,4,0,4,16,19,26,73,71
27,Wed,2023-10-18,20:00,Coritiba,1.4,0–3,0.4,Cuiabá,"20,873",Estádio Major Antônio Couto Pereira,Denis da Silva Ribeiro Serafim,63%,37%,474,599,241,354,3,19,6,8,3,6,3,3,14,11,4,4,39,14,701,479,12,17,15,9,16,23,12,32,2,2,3,11,36,29,77,70
27,Thu,2023-10-19,19:00,Palmeiras,0.7,0–2,1.1,Atlético Mineiro,"27,718",Allianz Parque,Bruno Arleu,56%,44%,406,516,308,411,4,12,3,13,1,3,4,4,17,19,7,2,32,5,631,554,18,23,12,11,19,12,6,41,2,2,7,11,15,10,56,89
27,Thu,2023-10-19,19:00,Cruzeiro,0.3,0–2,1.8,Flamengo,"37,073",Estádio Governador Magalhães Pinto,Rafael Rodrigo Klein,43%,57%,317,415,461,551,5,12,1,8,0,1,5,5,20,11,9,3,24,13,529,657,26,16,5,4,10,23,14,33,3,1,8,8,15,21,58,60
27,Thu,2023-10-19,20:00,Santos,1.8,1–3,2.4,RB Bragantino,"12,850",Estádio Urbano Caldeira,Raphael Claus,39%,61%,288,415,529,651,6,26,8,14,6,8,6,6,8,8,5,4,17,10,562,801,29,22,15,15,16,14,13,22,5,0,2,13,27,16,63,102
